profile_id,year,id,wtssps,age,sex,racecen1,hispanic,degree,income16,hompop,class,region,srcbelt,partyid,polviews,relig,reborn,reliten,consci
p05187,2021,226,1.8375175198404745,42,female,some other race,not hispanic,associate/junior college,"$50,000 to $59,999",6,working class,south,central city of 12 largest smsas,"independent, close to democrat",slightly liberal,protestant,NA,NA,NA
p05188,2021,3291,0.9513262612086931,60,female,white,not hispanic,high school,"$40,000 to $49,999",2,working class,south,"other urban (counties having towns of 10,000 or more)",strong republican,slightly conservative,other,NA,NA,only some
p05189,2024,1030,0.47674238063186464,38,female,white,not hispanic,high school,"$130,000 to $149,999",NA,working class,midwest,NA,"independent (neither, no response)","moderate, middle of the road",none,no,NA,only some
p05190,2024,77,0.7184611138903045,28,female,white,not hispanic,bachelor's,"$170,000 or over",2,middle class,northeast,NA,"independent, close to republican",slightly conservative,catholic,no,NA,NA
p05191,2021,1712,1.8042406518614333,26,male,white,not hispanic,high school,"$60,000 to $74,999",3,working class,midwest,"other rural (counties having no towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",none,no,NA,only some
p05192,2022,1387,0.9296472429905521,67,male,white,not hispanic,high school,"$75,000 to $89,999",NA,middle class,west,"other urban (counties having towns of 10,000 or more)","independent, close to democrat",slightly liberal,catholic,no,NA,NA
p05193,2024,2757,1.0140699943327829,50,male,hispanic,"mexican, mexican american, chicano/a",high school,"$40,000 to $49,999",NA,working class,midwest,NA,"independent, close to democrat","moderate, middle of the road",catholic,no,strong,only some
p05194,2022,3001,0.18251424591302454,72,male,white,"mexican, mexican american, chicano/a",associate/junior college,"$12,500 to $14,999",1,lower class,west,suburbs of the remaining 100 largest smsas,strong democrat,liberal,buddhism,no,NA,only some
p05195,2022,3368,0.4410417560597879,39,female,white,not hispanic,bachelor's,"$60,000 to $74,999",NA,working class,midwest,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",none,no,NA,NA
p05196,2018,551,0.9949518099226787,65,male,white,not hispanic,bachelor's,"$60,000 to $74,999",2,middle class,south,suburbs of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",catholic,no,strong,NA
p05197,2018,774,0.5064608500794375,76,female,white,not hispanic,high school,"$12,500 to $14,999",1,working class,west,central city of the remainder of the 100 largest smsas,"independent (neither, no response)",conservative,catholic,yes,not very strong,NA
p05198,2022,1488,0.5867443433766854,70,male,white,not hispanic,high school,"$130,000 to $149,999",2,middle class,south,central city of the remainder of the 100 largest smsas,strong republican,conservative,protestant,yes,NA,NA
p05199,2022,3103,0.4423339343877362,57,female,white,not hispanic,less than high school,"$12,500 to $14,999",NA,lower class,west,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",other,yes,NA,only some
p05200,2021,2368,0.4425724226950537,59,female,white,not hispanic,associate/junior college,"$30,000 to $34,999",1,working class,west,central city of the remainder of the 100 largest smsas,not very strong republican,"moderate, middle of the road",catholic,no,NA,hardly any
p05201,2022,3132,0.9694666559398053,24,female,asian,not hispanic,bachelor's,"$90,000 to $109,999",NA,middle class,west,"other urban (counties having towns of 10,000 or more)",not very strong democrat,slightly liberal,none,no,NA,a great deal
p05202,2022,1977,0.36119799885921533,53,male,white,not hispanic,associate/junior college,"$60,000 to $74,999",NA,working class,northeast,central city of the remainder of the 100 largest smsas,"independent (neither, no response)",conservative,catholic,no,not very strong,only some
p05203,2024,1110,0.7647312079342106,59,female,white,not hispanic,high school,"$15,000 to $17,499",1,working class,west,NA,"independent (neither, no response)",liberal,none,no,no religion,NA
p05204,2022,3092,0.32326374911977696,33,female,white,not hispanic,high school,"$110,000 to $129,999",NA,working class,west,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",none,no,NA,a great deal
p05205,2018,2012,2.9059073784658254,41,female,white,not hispanic,bachelor's,"$110,000 to $129,999",2,middle class,west,"other urban (counties having towns of 10,000 or more)",strong republican,conservative,protestant,yes,strong,a great deal
p05206,2021,4013,0.6525373981403508,52,male,white,not hispanic,high school,"under $1,000",1,lower class,south,"other urban (counties having towns of 10,000 or more)",strong republican,conservative,protestant,yes,NA,a great deal
p05207,2021,1146,0.8367840564253557,38,male,asian,not hispanic,bachelor's,"$30,000 to $34,999",1,working class,northeast,suburbs of 12 largest smsas,"independent, close to democrat",slightly liberal,buddhism,yes,NA,a great deal
p05208,2021,3004,2.7180892278986306,50,male,white,not hispanic,high school,"$130,000 to $149,999",4,middle class,south,suburbs of the remaining 100 largest smsas,"independent, close to republican",slightly conservative,catholic,no,NA,only some
p05209,2022,1469,0.6386893155882581,28,male,white,"another hispanic, latino, or spanish origin",high school,"$60,000 to $74,999",2,working class,midwest,suburbs of the remaining 100 largest smsas,strong democrat,liberal,none,no,NA,NA
p05210,2018,162,1.3381881018965396,18,female,white,"mexican, mexican american, chicano/a",high school,"$110,000 to $129,999",4,middle class,west,central city of 12 largest smsas,not very strong democrat,liberal,none,no,no religion,a great deal
p05211,2021,817,0.36156697165667107,27,female,white,puerto rican,bachelor's,"$20,000 to $22,499",1,working class,midwest,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",none,yes,NA,only some
p05212,2022,3320,0.8023170209829936,47,male,black or african american,not hispanic,high school,"$25,000 to $29,999",5,middle class,midwest,"other rural (counties having no towns of 10,000 or more)","independent, close to democrat","moderate, middle of the road",none,no,no religion,NA
p05213,2022,627,0.19755848606905826,34,female,hispanic,puerto rican,high school,"$17,500 to $19,999",1,lower class,northeast,suburbs of 12 largest smsas,"independent (neither, no response)","moderate, middle of the road",catholic,no,NA,NA
p05214,2021,1179,1.9917174357057077,20,female,black or african american,not hispanic,high school,"$40,000 to $49,999",3,middle class,south,"other urban (counties having towns of 10,000 or more)",not very strong democrat,liberal,christian,NA,NA,NA
p05215,2021,662,0.8605578443401577,69,female,white,not hispanic,high school,"$60,000 to $74,999",2,working class,midwest,"other urban (counties having towns of 10,000 or more)",strong democrat,slightly liberal,catholic,no,NA,a great deal
p05216,2018,870,2.016030342684916,29,female,white,not hispanic,high school,"$40,000 to $49,999",4,working class,west,central city of the remainder of the 100 largest smsas,not very strong democrat,"moderate, middle of the road",protestant,no,not very strong,NA
p05217,2022,2099,1.2633578800589556,60,female,white,not hispanic,associate/junior college,"$40,000 to $49,999",NA,lower class,south,suburbs of the remaining 100 largest smsas,"independent (neither, no response)","moderate, middle of the road",christian,yes,somewhat strong (vol.),only some
p05218,2021,2085,2.0134970418784097,30,male,white,not hispanic,high school,"$60,000 to $74,999",2,working class,south,"other rural (counties having no towns of 10,000 or more)","independent, close to republican","moderate, middle of the road",protestant,yes,NA,only some
p05219,2024,2000,0.6974390394616438,43,male,white,not hispanic,high school,"$90,000 to $109,999",4,working class,northeast,NA,not very strong republican,conservative,none,no,NA,NA
p05220,2024,2408,2.6519546975840798,23,male,white,"mexican, mexican american, chicano/a",high school,"$75,000 to $89,999",2,middle class,south,NA,strong republican,slightly conservative,catholic,no,NA,NA
p05221,2024,335,1.6242898331173243,32,female,white,"mexican, mexican american, chicano/a",high school,"$40,000 to $49,999",4,working class,midwest,NA,strong democrat,liberal,catholic,yes,strong,NA
p05222,2024,581,0.393480298884184,49,female,white,not hispanic,high school,"$30,000 to $34,999",2,working class,northeast,NA,strong republican,conservative,catholic,no,somewhat strong (vol.),only some
p05223,2021,3620,0.8199108087463439,34,male,white,not hispanic,graduate,"$35,000 to $39,999",3,working class,northeast,"other rural (counties having no towns of 10,000 or more)",not very strong republican,slightly liberal,none,no,NA,only some
p05224,2022,876,0.5743316144398465,26,female,hispanic,"mexican, mexican american, chicano/a",high school,"$110,000 to $129,999",2,middle class,northeast,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",none,no,no religion,a great deal
p05225,2018,1756,0.612298950792308,35,female,white,not hispanic,bachelor's,"$75,000 to $89,999",4,working class,midwest,"other urban (counties having towns of 10,000 or more)","independent (neither, no response)","moderate, middle of the road",none,no,no religion,NA
p05226,2021,3762,1.873423031087681,22,male,white,not hispanic,high school,"$15,000 to $17,499",2,working class,west,central city of the remainder of the 100 largest smsas,"independent, close to democrat",extremely liberal,none,no,NA,a great deal
p05227,2022,3200,0.5404069618003328,40,female,white,not hispanic,graduate,"$90,000 to $109,999",NA,middle class,south,"other urban (counties having towns of 10,000 or more)",not very strong republican,slightly conservative,christian,yes,strong,NA
p05228,2018,1653,0.40763258277957165,57,female,white,not hispanic,high school,"$30,000 to $34,999",1,middle class,south,"other urban (counties having towns of 10,000 or more)",not very strong democrat,slightly conservative,protestant,yes,strong,only some
p05229,2024,2663,0.8560812617463428,68,male,white,not hispanic,high school,"$60,000 to $74,999",1,middle class,midwest,NA,not very strong republican,conservative,protestant,no,strong,NA
p05230,2021,4335,1.087464607588038,36,male,white,not hispanic,graduate,"$170,000 or over",3,upper class,northeast,central city of 12 largest smsas,not very strong republican,liberal,catholic,no,NA,a great deal
p05231,2018,1380,0.4592848369987851,29,female,black or african american,not hispanic,graduate,"$75,000 to $89,999",2,middle class,south,"other urban (counties having towns of 10,000 or more)",strong democrat,"moderate, middle of the road",protestant,yes,strong,NA
p05232,2021,777,0.954372861563301,60,female,white,not hispanic,high school,"$60,000 to $74,999",2,middle class,west,"other rural (counties having no towns of 10,000 or more)",strong republican,conservative,protestant,yes,NA,hardly any
p05233,2024,1981,0.2908615036880403,64,female,white,not hispanic,bachelor's,"$110,000 to $129,999",1,middle class,northeast,NA,"independent, close to democrat",slightly liberal,catholic,no,not very strong,NA
p05234,2021,1541,0.8483727086946199,35,female,white,"mexican, mexican american, chicano/a",high school,"$90,000 to $109,999",4,middle class,south,suburbs of the remaining 100 largest smsas,not very strong republican,conservative,protestant,NA,NA,NA
p05235,2024,566,0.8660858925752741,21,female,black or african american,not hispanic,associate/junior college,"$1,000 to $2,999",NA,working class,west,NA,"independent (neither, no response)","moderate, middle of the road",none,yes,NA,only some
p05236,2018,14,1.5902153036200404,44,male,black or african american,not hispanic,bachelor's,"$110,000 to $129,999",3,working class,northeast,suburbs of 12 largest smsas,strong democrat,slightly liberal,catholic,no,not very strong,a great deal
